execution_order,run_id,config_id,rep,config_hash,scan_type,timing,fragmentation,decoys,padding,source_port,command_template
868,C0013-r2,C0013,2,f697292505,sX,T4,none,none,pad50,sp53,"nmap -sX -T4 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
869,C0169-r3,C0169,3,50d183469b,sN,T2,f,d10,pad50,none,"nmap -sN -T2 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
870,C0160-r2,C0160,2,59f9d1e99f,sN,T1,mtu24,none,pad50,none,"nmap -sN -T1 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
871,C0285-r3,C0285,3,c1466756d5,sX,T5,ff,d5,pad50,none,"nmap -sX -T5 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
872,C0312-r2,C0312,2,9cbda268e0,sF,T5,ff,none,none,none,"nmap -sF -T5 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
873,C0368-r3,C0368,3,dff66fa6e5,sU,T4,none,d10,pad50,sp53,"nmap -sU -T4 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
874,C0109-r3,C0109,3,a0f9155936,sS,T0,mtu24,d10,none,none,"nmap -sS -T0 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
875,C0124-r2,C0124,2,844b75776e,sX,T3,f,none,pad50,none,"nmap -sX -T3 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
876,C0303-r3,C0303,3,49d87598b0,sS,T0,none,d5,none,sp53,"nmap -sS -T0 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
877,C0150-r1,C0150,1,2aa4d4ed8a,sS,T4,ff,d10,pad50,sp53,"nmap -sS -T4 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
878,C0100-r3,C0100,3,8836a4b8a6,sN,T2,mtu24,none,none,none,"nmap -sN -T2 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
879,C0200-r3,C0200,3,36fce8a7f1,sT,T3,f,d10,none,none,"nmap -sT -T3 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
880,C0326-r1,C0326,1,6dc0b8f153,sN,T0,f,none,pad50,none,"nmap -sN -T0 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
881,C0357-r1,C0357,1,4d1014c187,sU,T2,mtu24,d5,pad50,sp53,"nmap -sU -T2 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
882,C0235-r3,C0235,3,4865547a89,sU,T5,ff,d5,none,none,"nmap -sU -T5 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
883,C0076-r1,C0076,1,af183ae2a3,sX,T5,mtu24,d10,none,none,"nmap -sX -T5 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
884,C0301-r1,C0301,1,a190ed9f37,sF,T5,mtu24,d5,pad50,sp53,"nmap -sF -T5 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
885,C0360-r3,C0360,3,592f591544,sS,T1,mtu24,d10,none,none,"nmap -sS -T1 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
886,C0355-r3,C0355,3,91af030695,sT,T2,none,none,none,none,"nmap -sT -T2 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
887,C0196-r2,C0196,2,4d84907dfe,sX,T1,mtu24,none,pad50,sp53,"nmap -sX -T1 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
888,C0280-r1,C0280,1,8ade6f80ea,sT,T2,f,d5,pad50,sp53,"nmap -sT -T2 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
889,C0351-r3,C0351,3,ada56e0dc5,sU,T1,f,d10,pad50,sp53,"nmap -sU -T1 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
890,C0093-r1,C0093,1,08b3cdff81,sX,T2,mtu24,d10,pad50,none,"nmap -sX -T2 --mtu 24 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
891,C0182-r3,C0182,3,ada09248b3,sU,T2,ff,d10,none,none,"nmap -sU -T2 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
892,C0073-r3,C0073,3,401661db87,sX,T5,mtu24,d10,pad50,sp53,"nmap -sX -T5 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
893,C0323-r1,C0323,1,a76c3b2a97,sN,T1,none,d5,pad50,none,"nmap -sN -T1 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
894,C0298-r3,C0298,3,200e003d46,sN,T5,mtu24,d10,pad50,none,"nmap -sN -T5 --mtu 24 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
895,C0255-r1,C0255,1,e649d10439,sS,T0,mtu24,d5,none,sp53,"nmap -sS -T0 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
896,C0193-r2,C0193,2,f16880ef2b,sU,T2,f,d5,none,sp53,"nmap -sU -T2 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
897,C0204-r2,C0204,2,c637c2fde1,sT,T3,none,d10,none,none,"nmap -sT -T3 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
898,C0090-r3,C0090,3,ebeb863c57,sF,T2,ff,d10,pad50,none,"nmap -sF -T2 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
899,C0137-r2,C0137,2,a31f36b376,sS,T3,f,d10,none,sp53,"nmap -sS -T3 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
900,C0225-r3,C0225,3,0c0fae487b,sN,T5,f,d5,none,sp53,"nmap -sN -T5 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
901,C0099-r3,C0099,3,7117e11510,sT,T4,f,none,none,sp53,"nmap -sT -T4 -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
902,C0220-r2,C0220,2,e546110adf,sT,T1,ff,d10,pad50,none,"nmap -sT -T1 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
903,C0053-r2,C0053,2,724c5261e2,sX,T5,mtu24,none,none,sp53,"nmap -sX -T5 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
904,C0072-r2,C0072,2,c056fdaad9,sF,T3,f,d10,none,sp53,"nmap -sF -T3 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
905,C0005-r3,C0005,3,0510dd5972,sT,T5,ff,none,pad50,sp53,"nmap -sT -T5 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
906,C0030-r2,C0030,2,1a42551072,sS,T0,none,d10,pad50,sp53,"nmap -sS -T0 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
907,C0049-r3,C0049,3,2f5f3bb9a6,sA,T3,none,none,pad50,sp53,"nmap -sA -T3 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
908,C0174-r2,C0174,2,501348dbf1,sN,T4,f,d10,pad50,sp53,"nmap -sN -T4 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
909,C0348-r1,C0348,1,904088b9a9,sU,T3,ff,d5,none,sp53,"nmap -sU -T3 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
910,C0122-r1,C0122,1,3a78f016c4,sT,T1,none,d10,none,none,"nmap -sT -T1 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
911,C0301-r3,C0301,3,a190ed9f37,sF,T5,mtu24,d5,pad50,sp53,"nmap -sF -T5 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
912,C0020-r1,C0020,1,1749db2bd9,sS,T3,mtu24,d5,pad50,sp53,"nmap -sS -T3 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
913,C0168-r2,C0168,2,041b6dcf40,sX,T5,none,d10,none,sp53,"nmap -sX -T5 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
914,C0263-r1,C0263,1,5350c50cd5,sT,T2,mtu24,d10,none,sp53,"nmap -sT -T2 --mtu 24 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
915,C0099-r1,C0099,1,7117e11510,sT,T4,f,none,none,sp53,"nmap -sT -T4 -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
916,C0183-r2,C0183,2,d898d0a728,sX,T5,f,none,pad50,sp53,"nmap -sX -T5 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
917,C0144-r2,C0144,2,3d444a2d6e,sN,T5,ff,none,none,none,"nmap -sN -T5 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
918,C0102-r3,C0102,3,e011966fcc,sN,T4,f,d10,pad50,none,"nmap -sN -T4 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
919,C0072-r3,C0072,3,c056fdaad9,sF,T3,f,d10,none,sp53,"nmap -sF -T3 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
920,C0027-r1,C0027,1,720bf71bcf,sN,T0,none,none,pad50,none,"nmap -sN -T0 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
921,C0255-r3,C0255,3,e649d10439,sS,T0,mtu24,d5,none,sp53,"nmap -sS -T0 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
922,C0099-r2,C0099,2,7117e11510,sT,T4,f,none,none,sp53,"nmap -sT -T4 -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
923,C0087-r1,C0087,1,172ca85715,sX,T1,f,d10,none,sp53,"nmap -sX -T1 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
924,C0357-r2,C0357,2,4d1014c187,sU,T2,mtu24,d5,pad50,sp53,"nmap -sU -T2 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
925,C0186-r3,C0186,3,3ccb1e22cd,sU,T4,f,none,pad50,none,"nmap -sU -T4 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
926,C0252-r1,C0252,1,16a037a7cc,sX,T3,mtu24,d5,none,sp53,"nmap -sX -T3 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
927,C0108-r2,C0108,2,193708b825,sU,T2,f,d5,none,none,"nmap -sU -T2 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
928,C0139-r3,C0139,3,d471942390,sF,T5,f,d10,none,sp53,"nmap -sF -T5 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
929,C0012-r3,C0012,3,77397b6be8,sT,T2,f,d5,none,none,"nmap -sT -T2 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
930,C0162-r1,C0162,1,9b6914beec,sS,T0,ff,none,pad50,sp53,"nmap -sS -T0 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
931,C0258-r1,C0258,1,229be480b8,sN,T2,none,none,pad50,none,"nmap -sN -T2 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
932,C0222-r1,C0222,1,e3dad5440a,sF,T5,f,none,pad50,none,"nmap -sF -T5 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
933,C0259-r3,C0259,3,85fc5a8b28,sT,T2,f,d5,none,sp53,"nmap -sT -T2 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
934,C0328-r3,C0328,3,e47c703ff1,sS,T2,none,d5,none,sp53,"nmap -sS -T2 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
935,C0008-r2,C0008,2,459f6a6eb9,sA,T0,mtu24,d10,pad50,sp53,"nmap -sA -T0 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
936,C0084-r2,C0084,2,eb409a6d01,sA,T3,ff,d5,pad50,sp53,"nmap -sA -T3 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
937,C0165-r1,C0165,1,972abfb268,sA,T3,mtu24,d5,none,none,"nmap -sA -T3 --mtu 24 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
938,C0045-r3,C0045,3,83a1635ba2,sF,T4,none,d10,pad50,sp53,"nmap -sF -T4 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
939,C0004-r1,C0004,1,eccfbd76c5,sT,T2,mtu24,none,pad50,sp53,"nmap -sT -T2 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
940,C0272-r2,C0272,2,b1ebb3050f,sU,T4,mtu24,d5,pad50,none,"nmap -sU -T4 --mtu 24 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
941,C0283-r3,C0283,3,4fe0161cb5,sX,T4,ff,none,none,sp53,"nmap -sX -T4 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
942,C0189-r3,C0189,3,109c2b6f6f,sU,T1,mtu24,d10,pad50,sp53,"nmap -sU -T1 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
943,C0107-r3,C0107,3,11f51c6614,sX,T2,f,d10,none,sp53,"nmap -sX -T2 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
944,C0352-r2,C0352,2,f923cde6ae,sU,T4,f,d5,pad50,none,"nmap -sU -T4 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
945,C0341-r2,C0341,2,e6d4714777,sT,T5,none,d5,pad50,none,"nmap -sT -T5 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
946,C0171-r2,C0171,2,eec0684589,sS,T5,none,d5,none,none,"nmap -sS -T5 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
947,C0199-r1,C0199,1,ce2a54ecc9,sT,T5,none,d5,none,none,"nmap -sT -T5 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
948,C0164-r3,C0164,3,da30da1f52,sF,T2,f,none,none,none,"nmap -sF -T2 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
949,C0170-r2,C0170,2,23126979d9,sA,T2,none,d5,none,sp53,"nmap -sA -T2 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
950,C0187-r3,C0187,3,2c97d08215,sX,T3,f,d5,none,none,"nmap -sX -T3 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
951,C0267-r2,C0267,2,f540c5472b,sA,T0,none,d5,none,sp53,"nmap -sA -T0 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
952,C0311-r2,C0311,2,ea229bbe94,sA,T0,ff,none,none,sp53,"nmap -sA -T0 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
953,C0037-r2,C0037,2,de2b3976ca,sA,T4,ff,d5,pad50,none,"nmap -sA -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
954,C0167-r2,C0167,2,fcfb6367bd,sU,T4,none,d5,none,none,"nmap -sU -T4 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
955,C0304-r1,C0304,1,f7b4ed3979,sF,T5,f,d10,pad50,sp53,"nmap -sF -T5 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
956,C0001-r3,C0001,3,e5e03d21e5,sS,T5,ff,d10,pad50,none,"nmap -sS -T5 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
957,C0279-r1,C0279,1,5ecfd8cdbc,sN,T2,ff,none,none,none,"nmap -sN -T2 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
958,C0125-r3,C0125,3,c93fe1f982,sA,T4,none,d10,none,sp53,"nmap -sA -T4 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
959,C0159-r3,C0159,3,ac27a5ef8e,sF,T4,mtu24,none,pad50,none,"nmap -sF -T4 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
960,C0354-r1,C0354,1,bef4c7b00d,sF,T3,ff,none,pad50,none,"nmap -sF -T3 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
961,C0186-r1,C0186,1,3ccb1e22cd,sU,T4,f,none,pad50,none,"nmap -sU -T4 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
962,C0024-r2,C0024,2,1d46384bad,sX,T2,mtu24,d5,none,sp53,"nmap -sX -T2 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
963,C0251-r2,C0251,2,ee87ee3420,sS,T3,f,d5,pad50,none,"nmap -sS -T3 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
964,C0057-r3,C0057,3,c593e2397a,sF,T2,mtu24,d10,none,none,"nmap -sF -T2 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
965,C0103-r1,C0103,1,6aa2fc013e,sU,T1,ff,d5,none,sp53,"nmap -sU -T1 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
966,C0280-r3,C0280,3,8ade6f80ea,sT,T2,f,d5,pad50,sp53,"nmap -sT -T2 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
967,C0125-r2,C0125,2,c93fe1f982,sA,T4,none,d10,none,sp53,"nmap -sA -T4 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
968,C0126-r2,C0126,2,87bba76513,sS,T1,ff,d5,pad50,sp53,"nmap -sS -T1 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
969,C0109-r1,C0109,1,a0f9155936,sS,T0,mtu24,d10,none,none,"nmap -sS -T0 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
970,C0264-r1,C0264,1,c57a487768,sF,T1,mtu24,none,pad50,none,"nmap -sF -T1 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
971,C0078-r2,C0078,2,3cb5204d0b,sA,T4,ff,d10,pad50,none,"nmap -sA -T4 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
972,C0061-r2,C0061,2,8dd48ac657,sX,T0,ff,d10,pad50,none,"nmap -sX -T0 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
973,C0015-r2,C0015,2,9de66aad6d,sA,T2,mtu24,d10,none,none,"nmap -sA -T2 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
974,C0307-r3,C0307,3,16cbb14610,sA,T3,mtu24,none,pad50,sp53,"nmap -sA -T3 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
975,C0234-r1,C0234,1,42b16c11c3,sX,T4,f,d5,pad50,sp53,"nmap -sX -T4 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
976,C0206-r2,C0206,2,79e4f93184,sA,T0,none,none,pad50,none,"nmap -sA -T0 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
977,C0275-r2,C0275,2,cb0331ea71,sX,T4,f,none,none,none,"nmap -sX -T4 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
978,C0088-r3,C0088,3,8f59b0012b,sA,T2,f,d10,none,sp53,"nmap -sA -T2 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
